stock_name	yyyymmdd	final_price	start_price	high_price	low_price	trade_volume	KR_TREASURE_BOND_3Y
KODEX 200	2010-10-05	24515	24420	24555	24410	854301	3.29
KODEX 200	2010-10-06	24850	24685	24875	24680	1143408	3.31
KODEX 200	2010-10-07	24810	24825	24855	24760	996603	3.31
KODEX 200	2010-10-08	24720	24790	24840	24685	1180652	3.27
KODEX 200	2010-10-11	24660	24835	24875	24615	1437079	3.28
KODEX 200	2010-10-12	24285	24655	24685	24215	3074220	3.26
KODEX 200	2010-10-13	24395	24385	24480	24275	1636473	3.28
KODEX 200	2010-10-14	24735	24505	24735	24500	1002491	3.08
KODEX 200	2010-10-15	24760	24725	24790	24615	837577	3.05
KODEX 200	2010-10-18	24420	24760	24820	24340	1246831	3.06
KODEX 200	2010-10-19	24090	24475	24475	24090	1443392	3.2
KODEX 200	2010-10-20	24270	23950	24320	23800	1289212	3.26
KODEX 200	2010-10-21	24320	24355	24365	24025	1162771	3.29
KODEX 200	2010-10-22	24610	24380	24650	24355	677630	3.23
KODEX 200	2010-10-25	24895	24665	24965	24630	731046	3.29
KODEX 200	2010-10-26	24900	24895	24920	24790	785613	3.25
KODEX 200	2010-10-27	24820	24890	24950	24635	1229775	3.3
KODEX 200	2010-10-28	24770	24810	24810	24655	1287533	3.23
KODEX 200	2010-10-29	24550	24800	24810	24285	1865914	3.25
KODEX 200	2010-11-01	24875	24535	24875	24370	1799076	3.35
KODEX 200	2010-11-02	24895	24870	24925	24760	660756	3.41
KODEX 200	2010-11-03	25085	24965	25235	24965	1647927	3.43
KODEX 200	2010-11-04	25210	25085	25245	25085	1509789	3.5
KODEX 200	2010-11-05	25210	25350	25600	25210	1244903	3.6
KODEX 200	2010-11-08	25285	25335	25355	25120	895610	3.55
KODEX 200	2010-11-09	25340	25285	25345	25160	896843	3.58
KODEX 200	2010-11-10	25625	25300	25625	25285	679153	3.51
KODEX 200	2010-11-11	25400	25580	25810	25400	1197419	3.48
KODEX 200	2010-11-12	24960	25480	25550	24825	1759879	3.46
KODEX 200	2010-11-15	25000	24905	25220	24900	1178436	3.47
KODEX 200	2010-11-16	24850	25000	25100	24725	1473645	3.32
KODEX 200	2010-11-17	24795	24635	24975	24600	1514752	3.35
KODEX 200	2010-11-18	25200	24850	25235	24850	898818	3.33
KODEX 200	2010-11-19	25385	25270	25385	25200	457165	3.32
KODEX 200	2010-11-22	25500	25445	25595	25385	808731	3.38
KODEX 200	2010-11-23	25250	25500	25500	25135	934341	3.42
KODEX 200	2010-11-24	25315	24900	25335	24750	1476830	3.34
KODEX 200	2010-11-25	25365	25380	25455	25125	763014	3.31
KODEX 200	2010-11-26	25065	25450	25455	24960	1085233	3.3
KODEX 200	2010-11-29	24975	25065	25240	24845	1031073	3.22
KODEX 200	2010-11-30	25330	24980	25330	24905	1475590	3.19
KODEX 200	2010-12-01	25380	25200	25380	25050	639225	3.21
KODEX 200	2010-12-02	25690	25485	25690	25485	1071905	3.18
KODEX 200	2010-12-03	25805	25785	25855	25700	2383121	3.12
KODEX 200	2010-12-06	25830	25870	25880	25735	958830	3.11
KODEX 200	2010-12-07	25925	25830	25985	25815	1033413	2.89
KODEX 200	2010-12-08	25810	25920	26030	25810	568969	3.08
KODEX 200	2010-12-09	26330	25900	26330	25885	1241329	3.17
KODEX 200	2010-12-10	26330	26260	26330	26165	1271787	3.14
KODEX 200	2010-12-13	26490	26345	26490	26270	986208	3.26
KODEX 200	2010-12-14	26570	26500	26595	26435	571092	3.3
KODEX 200	2010-12-15	26625	26600	26650	26500	1314176	3.43
KODEX 200	2010-12-16	26605	26510	26725	26510	764580	3.35
KODEX 200	2010-12-17	26820	26670	26875	26615	614574	3.36
KODEX 200	2010-12-20	26860	26610	26860	26535	2807487	3.35
KODEX 200	2010-12-21	27100	26950	27175	26950	1252596	3.24
KODEX 200	2010-12-22	27120	27100	27160	27050	1046916	3.19
KODEX 200	2010-12-23	27070	27125	27170	26995	721445	3.23
KODEX 200	2010-12-24	26980	27070	27160	26980	998235	3.28
KODEX 200	2010-12-27	26925	26930	27060	26850	1239780	3.35
KODEX 200	2010-12-28	27090	26975	27195	26975	829904	3.37
KODEX 200	2010-12-29	27400	27105	27400	27105	1795486	3.38
KODEX 200	2010-12-30	27550	27440	27550	27405	1658776	3.38
KODEX 200	2011-01-03	27735	27625	27735	27600	864611	3.5
KODEX 200	2011-01-04	27915	27810	27915	27725	1775016	3.5
KODEX 200	2011-01-05	27935	27890	27945	27850	1730503	3.5
KODEX 200	2011-01-06	27850	27975	28050	27720	1049930	3.58
KODEX 200	2011-01-07	27950	27765	27970	27735	987552	3.59
KODEX 200	2011-01-10	27760	27900	27930	27665	1239812	3.57
KODEX 200	2011-01-11	27900	27780	27900	27510	1541744	3.6
KODEX 200	2011-01-12	27980	27900	28010	27840	1204076	3.54
KODEX 200	2011-01-13	28040	28070	28195	27845	1991338	3.64
KODEX 200	2011-01-14	28325	28050	28325	27800	1182079	3.69
KODEX 200	2011-01-17	28100	28260	28335	28100	1741390	3.71
KODEX 200	2011-01-18	28020	28100	28265	27980	1700909	3.66
KODEX 200	2011-01-19	28300	28100	28340	27895	1188031	3.79
KODEX 200	2011-01-20	28150	28220	28245	28120	1970536	3.81
KODEX 200	2011-01-21	27625	28120	28130	27620	2173722	3.81
KODEX 200	2011-01-24	27805	27625	27850	27570	1676973	3.88
KODEX 200	2011-01-25	27970	27975	28155	27880	799605	3.9
KODEX 200	2011-01-26	28275	27970	28285	27970	2106187	3.88
KODEX 200	2011-01-27	28310	28300	28385	28245	667577	3.86
KODEX 200	2011-01-28	28295	28310	28350	28085	736263	3.88
KODEX 200	2011-01-31	27775	28110	28145	27770	972888	3.96
KODEX 200	2011-02-01	27830	27880	27950	27780	640740	3.98
KODEX 200	2011-02-07	27920	28145	28280	27880	1864167	4.1
KODEX 200	2011-02-08	27710	28030	28030	27700	2594968	4.06
KODEX 200	2011-02-09	27400	27760	27820	27320	1305562	4
KODEX 200	2011-02-10	27170	27400	27400	26950	2615617	3.96
KODEX 200	2011-02-11	26495	27095	27145	26410	2666435	3.94
KODEX 200	2011-02-14	27025	26760	27075	26660	2191895	3.97
KODEX 200	2011-02-15	26935	27030	27280	26850	821433	3.95
KODEX 200	2011-02-16	26710	26920	27160	26710	1441222	3.93
KODEX 200	2011-02-17	26595	26800	26935	26375	2098042	3.96
KODEX 200	2011-02-18	27025	26640	27025	26625	2072369	3.94
KODEX 200	2011-02-21	26885	26960	27030	26675	1147446	3.96
KODEX 200	2011-02-22	26450	26805	26805	26340	3360711	3.89
KODEX 200	2011-02-23	26490	26370	26615	26290	1225409	3.89
KODEX 200	2011-02-24	26270	26395	26520	26215	773253	3.81
KODEX 200	2011-02-25	26400	26295	26400	26165	2000847	3.84
KODEX 200	2011-02-28	26110	26400	26400	26095	1757724	3.84
KODEX 200	2011-03-02	25975	26000	26130	25880	1565542	3.84
KODEX 200	2011-03-03	26490	26090	26490	26090	1208082	3.93
KODEX 200	2011-03-04	27035	26690	27065	26680	2988882	3.94
KODEX 200	2011-03-07	26545	27020	27025	26545	1770781	3.92
KODEX 200	2011-03-08	26835	26520	26990	26520	971468	3.89
KODEX 200	2011-03-09	26875	26960	27120	26745	1878827	3.83
KODEX 200	2011-03-10	26635	26860	26900	26455	2194074	3.71
KODEX 200	2011-03-11	26190	26430	26430	26125	3759922	3.69
KODEX 200	2011-03-14	26540	26280	26540	25975	2115065	3.64
KODEX 200	2011-03-15	25895	26400	26745	25485	3923058	3.57
KODEX 200	2011-03-16	26490	26190	26535	26065	3637254	3.64
KODEX 200	2011-03-17	26475	26100	26510	26000	1469517	3.66
KODEX 200	2011-03-18	26720	26520	26835	26440	1480623	3.65
KODEX 200	2011-03-21	26955	26765	26970	26200	1819811	3.71
KODEX 200	2011-03-22	27075	27045	27085	26960	1714482	3.7
KODEX 200	2011-03-23	27055	27075	27185	26940	6608816	3.66
KODEX 200	2011-03-24	27405	27170	27410	27155	1935424	3.66
KODEX 200	2011-03-25	27690	27625	27715	27550	1668720	3.71
KODEX 200	2011-03-28	27740	27690	27745	27615	815391	3.73
KODEX 200	2011-03-29	27950	27740	27950	27660	1202334	3.71
KODEX 200	2011-03-30	28275	28000	28385	28000	1907413	3.74
KODEX 200	2011-03-31	28380	28355	28380	28235	1942268	3.73
KODEX 200	2011-04-01	28615	28390	28615	28380	1578211	3.67
KODEX 200	2011-04-04	28540	28650	28660	28420	1623334	3.68
KODEX 200	2011-04-05	28720	28540	28755	28445	1120936	3.69
KODEX 200	2011-04-06	28655	28700	28830	28565	1269860	3.7
KODEX 200	2011-04-07	28540	28700	28790	28445	908296	3.68
KODEX 200	2011-04-08	28605	28350	28770	28350	1417277	3.76
KODEX 200	2011-04-11	28535	28585	28710	28445	739883	3.78
KODEX 200	2011-04-12	28115	28490	28490	28095	1800630	3.72
KODEX 200	2011-04-13	28595	28115	28595	27975	650514	3.74
KODEX 200	2011-04-14	28850	28595	28850	28345	1933914	3.73
KODEX 200	2011-04-15	28825	28840	28840	28600	1318669	3.72
KODEX 200	2011-04-18	28720	28830	28880	28620	632347	3.7
KODEX 200	2011-04-19	28520	28440	28710	28395	791016	3.71
KODEX 200	2011-04-20	29220	28750	29220	28750	1370608	3.74
KODEX 200	2011-04-21	29700	29370	29940	29370	2600296	3.78
KODEX 200	2011-04-22	29685	29700	29760	29640	1438004	3.8
KODEX 200	2011-04-25	29860	29720	29915	29685	1248325	3.84
KODEX 200	2011-04-26	29730	29860	29895	29650	827034	3.82
KODEX 200	2011-04-27	29770	29930	30145	29630	1647921	3.82
KODEX 200	2011-04-28	29360	29500	29620	29200	2592572	3.79
KODEX 200	2011-04-29	29195	29360	29495	29060	1182824	3.77
KODEX 200	2011-05-02	29735	29270	29740	29270	1755893	3.77
KODEX 200	2011-05-03	29315	29730	29730	29240	1623007	3.78
KODEX 200	2011-05-04	28990	29315	29325	28975	1610490	3.79
KODEX 200	2011-05-06	28530	28835	28835	28410	1511226	3.75
KODEX 200	2011-05-09	28370	28545	28690	28350	1722294	3.75
KODEX 200	2011-05-11	28705	28530	28740	28460	1182758	3.72
KODEX 200	2011-05-12	28200	28465	28600	28200	1479519	3.67
KODEX 200	2011-05-13	28155	28360	28365	27930	2493361	3.66
KODEX 200	2011-05-16	27910	28000	28055	27825	2198994	3.61
KODEX 200	2011-05-17	27880	27850	27985	27780	1509482	3.62
KODEX 200	2011-05-18	28350	27910	28380	27910	882303	3.62
KODEX 200	2011-05-19	27825	28380	28435	27800	1302863	3.62
KODEX 200	2011-05-20	28025	27865	28050	27745	1488084	3.62
KODEX 200	2011-05-23	27365	27945	27945	27355	2111664	3.58
KODEX 200	2011-05-24	27380	27365	27515	27265	2693643	3.59
KODEX 200	2011-05-25	27065	27495	27660	27000	1871085	3.57
KODEX 200	2011-05-26	27900	27340	27915	27300	1075316	3.61
KODEX 200	2011-05-27	27990	27900	28130	27735	766790	3.6
KODEX 200	2011-05-30	27840	28190	28205	27725	703553	3.58
KODEX 200	2011-05-31	28555	27850	28665	27850	1268055	3.59
KODEX 200	2011-06-01	28520	28600	28650	28360	908638	3.64
KODEX 200	2011-06-02	28105	28000	28330	27880	693212	3.57
KODEX 200	2011-06-03	28100	28295	28365	28075	1037534	3.57
KODEX 200	2011-06-07	27950	27910	28010	27795	843286	3.52
KODEX 200	2011-06-08	27650	27950	28035	27470	1043660	3.52
KODEX 200	2011-06-09	27470	27650	27690	27370	2473994	3.57
KODEX 200	2011-06-10	27100	27690	27745	27100	2128102	3.65
KODEX 200	2011-06-13	27175	27070	27290	26910	2048360	3.66
KODEX 200	2011-06-14	27575	27175	27685	27100	1935781	3.7
KODEX 200	2011-06-15	27695	27690	27750	27350	980684	3.68
KODEX 200	2011-06-16	27085	27420	27430	27060	1146898	3.61
KODEX 200	2011-06-17	26845	27230	27230	26575	1591150	3.67
KODEX 200	2011-06-20	26670	26870	27020	26660	3032408	3.66
KODEX 200	2011-06-21	27075	26900	27120	26670	2087270	3.67
KODEX 200	2011-06-22	27310	27270	27465	27205	1617143	3.67
KODEX 200	2011-06-23	27100	27270	27285	27050	1023010	3.68
KODEX 200	2011-06-24	27630	27210	27650	27210	2702427	3.71
KODEX 200	2011-06-27	27300	27410	27445	27160	1503730	3.72
KODEX 200	2011-06-28	27255	27515	27745	27255	925875	3.72
KODEX 200	2011-06-29	27665	27615	27780	27525	1305897	3.77
KODEX 200	2011-06-30	27745	27785	27830	27615	2061799	3.76
KODEX 200	2011-07-01	28075	28040	28190	27955	1572636	3.77
KODEX 200	2011-07-04	28430	28350	28505	28300	2360226	3.78
KODEX 200	2011-07-05	28605	28435	28635	28430	2639328	3.76
KODEX 200	2011-07-06	28700	28590	28700	28535	1656764	3.79
KODEX 200	2011-07-07	28860	28690	28920	28645	3130803	3.79
KODEX 200	2011-07-08	28815	28950	28985	28765	2089072	3.85
KODEX 200	2011-07-11	28500	28670	28700	28455	3267079	3.81
KODEX 200	2011-07-12	27900	28200	28200	27850	1936473	3.71
KODEX 200	2011-07-13	28040	28010	28090	27830	2880751	3.71
KODEX 200	2011-07-14	27965	28030	28030	27675	2392184	3.7
KODEX 200	2011-07-15	28215	27965	28215	27900	2496486	3.68
KODEX 200	2011-07-18	27860	28240	28240	27800	2998700	3.69
KODEX 200	2011-07-19	27880	27850	28045	27810	1936190	3.71
KODEX 200	2011-07-20	28350	28215	28395	28215	1959014	3.75
KODEX 200	2011-07-21	28185	28320	28355	28085	1910828	3.75
KODEX 200	2011-07-22	28520	28435	28535	28305	2796739	3.79
KODEX 200	2011-07-25	28255	28290	28310	28135	1085484	3.82
KODEX 200	2011-07-26	28435	28270	28435	28210	1058941	3.84
KODEX 200	2011-07-27	28530	28230	28555	28185	1289380	3.82
KODEX 200	2011-07-28	28210	28085	28600	27970	1055724	3.81
KODEX 200	2011-07-29	27865	28210	28230	27865	1675374	3.85
KODEX 200	2011-08-01	28415	28200	28490	28200	3508876	3.9
KODEX 200	2011-08-02	27700	28200	28200	27650	2810434	3.87
KODEX 200	2011-08-03	26875	27100	27200	26845	7471469	3.82
KODEX 200	2011-08-04	26260	27100	27100	26230	6227892	3.77
KODEX 200	2011-08-05	25325	25230	25700	25145	7388004	3.61
KODEX 200	2011-08-08	24360	25080	25325	23225	9048810	3.6
KODEX 200	2011-08-09	23460	23890	23935	22000	13856428	3.57
KODEX 200	2011-08-10	23460	24530	24540	23400	11501589	3.45
KODEX 200	2011-08-11	23490	22600	23820	22550	5224374	3.52
KODEX 200	2011-08-12	23200	23845	23845	23080	5270977	3.49
KODEX 200	2011-08-16	24280	23840	24290	23825	4069563	3.5
KODEX 200	2011-08-17	24435	24150	24655	24110	5754722	3.54
KODEX 200	2011-08-18	23940	24425	24435	23600	5512135	3.56
KODEX 200	2011-08-19	22475	23200	23200	22475	5381302	3.49
KODEX 200	2011-08-22	22070	22475	22750	21970	7737741	3.49
KODEX 200	2011-08-23	22895	22240	23035	22195	3650807	3.52
KODEX 200	2011-08-24	22640	23160	23185	22430	4125552	3.46
KODEX 200	2011-08-25	22810	23120	23300	22765	3112476	3.46
KODEX 200	2011-08-26	23000	22700	23030	22650	2463964	3.48
KODEX 200	2011-08-29	23655	23370	23795	23075	3062424	3.51
KODEX 200	2011-08-30	23905	23920	24095	23750	4554835	3.48
KODEX 200	2011-08-31	24335	23910	24335	23765	4405163	3.49
KODEX 200	2011-09-01	24310	24340	25005	24300	4694144	3.45
KODEX 200	2011-09-02	24065	24290	24480	23910	6831317	3.44
KODEX 200	2011-09-05	23010	23710	23745	23010	3839662	3.35
KODEX 200	2011-09-06	22825	22505	23145	22465	8330706	3.35
KODEX 200	2011-09-07	23750	23390	23755	23205	4534956	3.45
KODEX 200	2011-09-08	23865	24020	24120	23700	3461834	3.4
KODEX 200	2011-09-09	23400	23700	23930	23385	3361499	3.36
KODEX 200	2011-09-14	22700	23395	23440	22575	4159824	3.31
KODEX 200	2011-09-15	23010	23200	23440	22640	5441797	3.37
KODEX 200	2011-09-16	23885	23500	24005	23475	4066371	3.4
KODEX 200	2011-09-19	23680	23750	23870	23500	5461260	3.51
KODEX 200	2011-09-20	23930	23585	24000	23325	2712403	3.49
KODEX 200	2011-09-21	24130	23980	24385	23810	5641752	3.5
KODEX 200	2011-09-22	23285	23550	23635	23110	6652594	3.49
KODEX 200	2011-09-23	22030	22480	22615	21990	14978014	3.45
KODEX 200	2011-09-26	21545	22220	22455	21500	10856447	3.51
KODEX 200	2011-09-27	22700	22190	22700	22090	6583901	3.46
KODEX 200	2011-09-28	22455	22890	23000	22455	4950808	3.53
KODEX 200	2011-09-29	23100	22345	23110	22245	5801395	3.55
KODEX 200	2011-09-30	23120	23080	23300	22735	6569338	3.55
KODEX 200	2011-10-04	22335	22130	22340	21775	4874134	3.46
KODEX 200	2011-10-05	21910	22500	22510	21830	6013311	3.44
KODEX 200	2011-10-06	22500	22430	22870	22415	7047483	3.43
KODEX 200	2011-10-07	23150	23090	23275	23025	8316619	3.43
KODEX 200	2011-10-10	23180	23165	23465	23160	5754812	3.48
KODEX 200	2011-10-11	23595	23780	23795	23570	4288347	3.48
KODEX 200	2011-10-12	23775	23595	23780	23365	4883306	3.42
KODEX 200	2011-10-13	23910	24035	24135	23910	3667859	3.4
KODEX 200	2011-10-14	24045	23880	24115	23685	4044636	3.41
KODEX 200	2011-10-17	24415	24270	24450	24215	3784048	3.46
KODEX 200	2011-10-18	24020	23980	24180	23900	2270926	3.45
KODEX 200	2011-10-19	24330	24270	24330	24000	2026882	3.45
KODEX 200	2011-10-20	23655	24315	24520	23655	3053756	3.44
KODEX 200	2011-10-21	24050	23950	24145	23700	3423792	3.49
KODEX 200	2011-10-24	24900	24340	24925	24320	3546605	3.53
KODEX 200	2011-10-25	24835	24930	25010	24780	4451477	3.53
KODEX 200	2011-10-26	24875	24590	24910	24520	1703975	3.5
KODEX 200	2011-10-27	25300	25000	25300	24830	3197128	3.53
KODEX 200	2011-10-28	25415	25715	25855	25325	5671615	3.54
KODEX 200	2011-10-31	25210	25410	25595	25050	2860497	3.51
KODEX 200	2011-11-01	25125	24910	25390	24910	3048777	3.48
KODEX 200	2011-11-02	24935	24540	24935	24490	2802995	3.47
KODEX 200	2011-11-03	24525	25050	25050	24410	2052544	3.43
KODEX 200	2011-11-04	25345	24955	25395	24955	3258009	3.43
KODEX 200	2011-11-07	25195	25340	25390	25150	3187582	3.41
KODEX 200	2011-11-08	24965	25285	25330	24960	1182478	3.39
KODEX 200	2011-11-09	25080	25200	25335	24965	1195868	3.38
KODEX 200	2011-11-10	23870	24455	24510	23870	5128632	3.33
KODEX 200	2011-11-11	24400	24190	24455	23860	13952587	3.37
KODEX 200	2011-11-14	24920	24715	25070	24715	3204942	3.39
KODEX 200	2011-11-15	24770	24800	24930	24655	5379477	3.36
KODEX 200	2011-11-16	24290	24865	25125	24240	2716305	3.34
KODEX 200	2011-11-17	24645	24400	24650	24000	3585390	3.37
KODEX 200	2011-11-18	24060	24250	24300	23930	6484312	3.36
KODEX 200	2011-11-21	23790	24035	24035	23635	10035738	3.37
KODEX 200	2011-11-22	23920	23500	23955	23480	5373350	3.39
KODEX 200	2011-11-23	23355	23920	23920	23300	4338483	3.36
KODEX 200	2011-11-24	23450	23240	23600	23190	4905181	3.38
KODEX 200	2011-11-25	23280	23300	23410	23130	2302429	3.41
KODEX 200	2011-11-28	23820	23595	23835	23570	2266511	3.44
KODEX 200	2011-11-29	24475	24060	24475	23930	5533570	3.43
KODEX 200	2011-11-30	24340	24380	24435	24215	8422083	3.38
KODEX 200	2011-12-01	25330	25300	25490	25185	11195920	3.38
KODEX 200	2011-12-02	25340	25325	25410	25210	9302492	3.38
KODEX 200	2011-12-05	25415	25500	25500	25240	3005467	3.38
KODEX 200	2011-12-06	25120	25340	25395	25005	1613852	3.34
KODEX 200	2011-12-07	25330	25250	25420	25190	2871801	3.33
KODEX 200	2011-12-08	25240	25270	25405	25010	5666607	3.35
KODEX 200	2011-12-09	24595	24875	24940	24580	4060491	3.35
KODEX 200	2011-12-12	24990	24995	25045	24860	4834380	3.36
KODEX 200	2011-12-13	24500	24740	24740	24470	2281429	3.35
KODEX 200	2011-12-14	24425	24415	24530	24295	3982815	3.34
KODEX 200	2011-12-15	23820	24150	24160	23760	7977606	3.33
KODEX 200	2011-12-16	24085	23930	24095	23880	7604414	3.33
KODEX 200	2011-12-19	23355	24040	24040	22900	9674851	3.42
KODEX 200	2011-12-20	23525	23415	23620	23380	6565507	3.38
KODEX 200	2011-12-21	24265	24145	24360	24040	3218412	3.36
KODEX 200	2011-12-22	24270	24265	24270	24125	4977718	3.36
KODEX 200	2011-12-23	24575	24475	24685	24465	4132592	3.37
KODEX 200	2011-12-26	24425	24640	24660	24365	4066567	3.38
KODEX 200	2011-12-27	24195	24420	24550	23695	4049295	3.39
KODEX 200	2011-12-28	24200	24250	24285	24110	3486494	3.39
KODEX 200	2011-12-29	24220	24080	24325	23970	1866182	3.34
KODEX 200	2012-01-02	24270	24260	24385	24080	1709728	3.34
KODEX 200	2012-01-03	25035	24500	25050	24355	5268321	3.35
KODEX 200	2012-01-04	24890	25185	25195	24890	9044998	3.35
KODEX 200	2012-01-05	24845	24925	25020	24790	4186940	3.34
KODEX 200	2012-01-06	24500	24840	24860	24185	3597827	3.35
KODEX 200	2012-01-09	24185	24370	24370	24000	6042885	3.38
KODEX 200	2012-01-10	24600	24345	24725	24335	5708199	3.38
KODEX 200	2012-01-11	24540	24710	24725	24460	3072267	3.38
KODEX 200	2012-01-12	24720	24560	24755	24400	1751177	3.38
KODEX 200	2012-01-13	25000	24730	25055	24705	4071745	3.37
KODEX 200	2012-01-16	24735	24800	24810	24500	2940497	3.35
KODEX 200	2012-01-17	25230	24950	25230	24925	3187307	3.37
KODEX 200	2012-01-18	25210	25230	25300	25085	3215567	3.36
KODEX 200	2012-01-19	25590	25380	25610	25380	5018390	3.38
KODEX 200	2012-01-20	26100	25690	26175	25655	4626429	3.4
KODEX 200	2012-01-25	26190	26100	26485	26060	6862739	3.42
KODEX 200	2012-01-26	26215	26360	26360	26145	1921752	3.4
KODEX 200	2012-01-27	26255	26350	26350	26110	3072030	3.38
KODEX 200	2012-01-30	25960	26150	26225	25935	2577266	3.36
KODEX 200	2012-01-31	26100	25970	26220	25870	1779472	3.38
KODEX 200	2012-02-01	26130	26030	26320	25910	1713176	3.37
KODEX 200	2012-02-02	26425	26400	26605	26390	2333894	3.38
KODEX 200	2012-02-03	26295	26425	26455	26200	2154952	3.38
KODEX 200	2012-02-06	26330	26590	26630	26245	1682682	3.4
KODEX 200	2012-02-07	26375	26370	26485	26300	2698072	3.42
KODEX 200	2012-02-08	26675	26425	26695	26410	3578523	3.44
KODEX 200	2012-02-09	26790	26675	26790	26310	3962680	3.45
KODEX 200	2012-02-10	26495	26780	26780	26400	2305092	3.44
KODEX 200	2012-02-13	26645	26525	26770	26500	2514215	3.46
KODEX 200	2012-02-14	26620	26630	26675	26515	2201596	3.44
KODEX 200	2012-02-15	26955	26675	26985	26675	3147776	3.46
KODEX 200	2012-02-16	26600	26770	26770	26580	3324987	3.43
KODEX 200	2012-02-17	26960	26910	27060	26885	3345115	3.45
KODEX 200	2012-02-20	27035	27240	27320	27020	3589437	3.47
KODEX 200	2012-02-21	27040	27020	27115	26780	1752776	3.47
KODEX 200	2012-02-22	27040	27005	27080	26860	1808094	3.46
KODEX 200	2012-02-23	26810	26800	26905	26700	1465402	3.44
KODEX 200	2012-02-24	26925	26830	26960	26655	2051911	3.45
KODEX 200	2012-02-27	26570	26900	26900	26505	2470764	3.44
KODEX 200	2012-02-28	26775	26690	26800	26615	3079884	3.42
KODEX 200	2012-02-29	27070	26880	27140	26880	3165732	3.45
KODEX 200	2012-03-02	27105	27165	27290	27090	2509540	3.48
KODEX 200	2012-03-05	26855	27105	27125	26785	2298598	3.51
KODEX 200	2012-03-06	26620	26855	26960	26480	4995024	3.5
KODEX 200	2012-03-07	26400	26390	26465	26170	3603519	3.5
KODEX 200	2012-03-08	26700	26570	26720	26345	3849959	3.48
KODEX 200	2012-03-09	26935	26925	27050	26700	1934666	3.49
KODEX 200	2012-03-12	26780	26830	26990	26740	1904565	3.47
KODEX 200	2012-03-13	27090	26885	27220	26885	2979497	3.48
KODEX 200	2012-03-14	27395	27380	27580	27370	6180999	3.52
KODEX 200	2012-03-15	27390	27390	27480	27320	3752696	3.57
KODEX 200	2012-03-16	27285	27535	27550	27255	1563124	3.59
KODEX 200	2012-03-19	27410	27270	27485	27240	2091486	3.62
KODEX 200	2012-03-20	27325	27530	27530	27230	2056738	3.6
KODEX 200	2012-03-21	27165	27245	27325	27020	1810909	3.63
KODEX 200	2012-03-22	27185	27100	27225	27035	2114942	3.63
KODEX 200	2012-03-23	27150	27100	27185	26970	1306761	3.64
KODEX 200	2012-03-26	27125	27280	27385	27040	2105837	3.62
KODEX 200	2012-03-27	27420	27420	27480	27310	2877543	3.63
KODEX 200	2012-03-28	27360	27365	27410	27300	2671560	3.59
KODEX 200	2012-03-29	27090	27240	27250	27020	2605580	3.57
KODEX 200	2012-03-30	27025	27055	27110	26940	3035344	3.55
KODEX 200	2012-04-02	27250	27105	27285	27050	1587020	3.58
KODEX 200	2012-04-03	27640	27415	27655	27385	3237251	3.56
KODEX 200	2012-04-04	27345	27550	27600	27295	5983184	3.56
KODEX 200	2012-04-05	27415	27135	27425	27000	3647226	3.56
KODEX 200	2012-04-06	27380	27420	27450	27300	3330715	3.54
KODEX 200	2012-04-09	27025	27215	27215	26965	2819361	3.5
KODEX 200	2012-04-10	26980	27030	27205	26960	4791964	3.5
KODEX 200	2012-04-12	26855	26990	26990	26620	4050022	3.5
KODEX 200	2012-04-13	27090	27070	27190	26965	4403265	3.49
KODEX 200	2012-04-16	26880	26860	26945	26745	3980596	3.49
KODEX 200	2012-04-17	26800	26910	26935	26730	2885909	3.47
KODEX 200	2012-04-18	27045	27150	27195	27025	2002454	3.49
KODEX 200	2012-04-19	27005	26920	27105	26920	3027832	3.49
KODEX 200	2012-04-20	26640	26890	26890	26600	4846125	3.46
KODEX 200	2012-04-23	26620	26610	26705	26500	6264559	3.47
KODEX 200	2012-04-24	26485	26400	26600	26350	3811632	3.47
KODEX 200	2012-04-25	26490	26660	26720	26490	4045929	3.49
KODEX 200	2012-04-26	26580	26675	26720	26475	2524586	3.49
KODEX 200	2012-04-27	26440	26480	26530	26335	2553714	3.46
KODEX 200	2012-04-30	26565	26600	26650	26495	4568990	3.45
KODEX 200	2012-05-02	26770	26700	26775	26645	1904564	3.46
KODEX 200	2012-05-03	26720	26725	26740	26675	3462866	3.44
KODEX 200	2012-05-04	26550	26620	26635	26510	1413250	3.42
KODEX 200	2012-05-07	26070	26240	26245	26035	3384616	3.38
KODEX 200	2012-05-08	26245	26220	26265	26165	5858291	3.39
KODEX 200	2012-05-09	26035	26080	26175	25985	1284420	3.37
KODEX 200	2012-05-10	25945	25950	26005	25830	3897430	3.4
KODEX 200	2012-05-11	25495	25940	25940	25495	5841582	3.37
KODEX 200	2012-05-14	25505	25520	25590	25380	6724018	3.38
KODEX 200	2012-05-15	25390	25320	25450	25185	3103991	3.38
KODEX 200	2012-05-16	24560	25210	25210	24560	5585248	3.38
KODEX 200	2012-05-17	24550	24560	24720	24425	7421254	3.39
KODEX 200	2012-05-18	23740	24195	24200	23660	6779115	3.36
KODEX 200	2012-05-21	23985	23905	24055	23855	7177206	3.37
KODEX 200	2012-05-22	24405	24380	24410	24175	3472394	3.36
KODEX 200	2012-05-23	24120	24300	24300	23925	4582373	3.36
KODEX 200	2012-05-24	24205	24100	24205	23970	2946519	3.35
KODEX 200	2012-05-25	24325	24300	24435	24160	1289876	3.35
